Glottocode,Name,Top-level family,ISO-639-3,Macro-area,Child dialects,Latitude,Longitude
thop1236,Thopho,Sino-Tibetan,ytp,Eurasia,0,24.15,104.90
thra1250,Thracian,Indo-European,txh,Eurasia,0,42.12,24.71
thud1238,Thudam,Bookkeeping,thw,Eurasia,0,27.77,87.62
thul1246,Thulung,Sino-Tibetan,tdh,Eurasia,5,27.54,87.61
thul1247,Thu Lao,Bookkeeping,tyl,Eurasia,0,22.75,104.25
thur1254,Thurawal,Pama-Nyungan,tbh,Australia,1,-34.63,150.72
thur1255,Thuri,Nilotic,thu,Africa,3,8.73,26.49
tiag1235,Tiagbamrin Aizi,Kru,ahi,Africa,0,5.28,-4.62
tial1239,Tiale,Austronesian,mnl,Papunesia,0,-15.23,166.84
tian1237,Tiang,Austronesian,tbj,Papunesia,0,-2.96,150.94
tibe1272,Tibetan,Sino-Tibetan,bod,Eurasia,17,28.37,90.19
tibe1274,Tibea,Atlantic-Congo,ngy,Africa,0,5.31,11.31
tibe1277,Tibetan Sign Language,Sign Language,lsn,Eurasia,0,29.65,91.16
tich1238,Tichurong,Sino-Tibetan,tcn,Eurasia,0,28.95,83.47
ticu1245,Ticuna,Ticuna-Yuri,tca,South America,0,-3.66,-69.87
tida1235,Tidaá Mixtec,Otomanguean,mtx,North America,0,17.41,-97.33
tidi1241,Tidikelt-Tuat Tamazight,Afro-Asiatic,tia,Africa,2,27.02,1.86
tido1248,Tidore,North Halmahera,tvo,Papunesia,0,0.02,127.75
tief1242,Tiefo-Daramandugu,Atlantic-Congo,tiq,Africa,0,10.72,-4.53
tief1244,Tiefo-Nyafogo-Numudara,Atlantic-Congo,,Africa,2,10.85,-4.45
tiem1235,Tiemacèwè Bozo,Mande,boo,Africa,0,15.47,-4.26
tien1242,Tiene,Atlantic-Congo,tii,Africa,3,-2.85,16.48
tiey1235,Tiéyaxo Bozo,Mande,boz,Africa,0,14.12,-5.09
tifa1245,Tifal,Nuclear Trans New Guinea,tif,Papunesia,2,-5.04,141.29
tiga1245,Tigak,Austronesian,tgc,Papunesia,4,-2.71,150.89
tigo1236,Tigon Mbembe,Atlantic-Congo,nza,Africa,5,6.98,10.71
tigr1270,Tigre,Afro-Asiatic,tig,Africa,15,17.35,38.22
tigr1271,Tigrinya,Afro-Asiatic,tir,Africa,2,15.34,38.93
tiii1241,Tii,Austronesian,txq,Papunesia,0,-10.84,122.96
tija1235,Tijaltepec Mixtec,Otomanguean,xtl,North America,0,17.15,-97.46
tiju1234,Tijuana Sign Language,Bookkeeping,,North America,0,,
tika1246,Tikar,Atlantic-Congo,tik,Africa,7,5.87,11.61
tikh1243,Tikhakic,Sino-Tibetan,,Eurasia,7,27.38,96.02
tiko1237,Tikopia,Austronesian,tkp,Papunesia,0,-12.28,168.82
tila1239,Tilapa Otomi,Otomanguean,otl,North America,3,19.44,-99.51
till1254,Tillamook,Salishan,til,North America,3,45.50,-123.83
tilq1235,Tilquiapan Zapotec,Otomanguean,zts,North America,0,16.85,-96.63
tilu1238,Tilung,Sino-Tibetan,tij,Eurasia,2,27.22,86.47
tima1241,Tima,Katla-Tima,tms,Africa,0,11.72,29.16
timb1251,Timbe,Nuclear Trans New Guinea,tim,Papunesia,3,-6.07,147.06
timn1235,Timne,Atlantic-Congo,tem,Africa,11,8.90,-12.33
timo1237,Timote-Cuica,,,South America,5,8.85,-70.98
timo1258,Timor Pidgin,Indo-European,tvy,Papunesia,2,-8.66,125.59
timu1245,Timucua,,tjm,North America,2,30.30,-82.31
timu1262,Timugon Murut,Austronesian,tih,Papunesia,9,5.18,115.83
tina1246,Tinani,Sino-Tibetan,lbf,Eurasia,0,32.29,77.99
tina1248,Tinà Sambal,Austronesian,xsb,Papunesia,3,15.58,120.09
tind1238,Tindi,Nakh-Daghestanian,tin,Eurasia,2,42.33,45.92
ting1238,Tingui-Boto,Bookkeeping,tgv,South America,0,-11.58,-37.54
ting1253,Tingal,Bookkeeping,tie,Africa,0,12.18,31.12
tini1245,Tinigua,,tit,South America,2,2.72,-73.77
tinp1237,Tinputz,Austronesian,tpz,Papunesia,7,-5.58,154.97
tipp1239,Tippera,Sino-Tibetan,tpe,Eurasia,0,23.59,92.07
tira1253,Tirahi,Indo-European,tra,Eurasia,0,34.18,69.59
tira1254,Tira,Heibanic,tic,Africa,4,11.10,30.81
tira1258,Tiranige Diga Dogon,Dogon,tde,Africa,0,14.76,-3.70
tiri1258,Tiri-Mea,Austronesian,cir,Papunesia,2,-21.81,165.79
tiru1241,Tiruray,Austronesian,tiy,Papunesia,0,6.77,124.13
tita1240,Tita,Atlantic-Congo,tdq,Africa,0,8.19,10.13
tita1241,Titan,Austronesian,ttv,Papunesia,0,-2.18,146.89
tive1236,Tiverighotto,Cariban,,South America,0,10.10,-62.52
tivv1240,Tiv,Atlantic-Congo,tiv,Africa,11,6.88,9.26
tiwa1253,Tiwa (India),Sino-Tibetan,lax,Eurasia,0,26.07,92.26
tiwi1244,Tiwi,,tiw,Australia,0,-11.63,130.95
tjur1240,Tjurruru,Pama-Nyungan,tju,Australia,0,-22.84,118.27
tlac1235,Tlachichilco Tepehua,Totonacan,tpt,North America,0,20.70,-98.19
tlac1237,Tlacoapa Me'phaa,Otomanguean,tpl,North America,0,17.33,-98.80
tlac1239,Tlacoatzintepec Chinantec,Otomanguean,ctl,North America,0,17.86,-96.52
tlac1240,Tlacolulita Zapotec,Otomanguean,zpk,North America,0,16.30,-95.74
tlah1239,Tlahuitoltepec Mixe,Mixe-Zoque,mxp,North America,0,16.96,-96.12
tlal1234,Tlalitzlipa Nahuatl,Bookkeeping,nhj,,0,,
tlam1239,Tlamacazapa Nahuatl,Uto-Aztecan,nuz,North America,0,18.62,-99.40
tlaz1235,Tlazoyaltepec Mixtec,Otomanguean,mqh,North America,0,17.03,-96.98
tlin1245,Tlingit,Athabaskan-Eyak-Tlingit,tli,North America,7,59.44,-135.29
toab1237,To'abaita,Austronesian,mlu,Papunesia,0,-8.39,160.62
toal1234,Toala',Bookkeeping,tlz,Papunesia,0,,
toar1246,Toaripi,Eleman,tqo,Papunesia,3,-8.07,146.21
toba1266,Tobati,Austronesian,tti,Papunesia,0,-2.56,140.71
toba1268,Toba-Enenlhet,Lengua-Mascoy,tmf,South America,0,-21.55,-58.02
toba1269,Toba,Guaicuruan,tob,South America,2,-23.77,-61.96
toba1280,Tobanga,Afro-Asiatic,tng,Africa,3,9.83,16.21
toba1282,Tobagonian Creole English,Indo-European,tgh,South America,0,11.24,-60.68
tobe1252,Tobelo,North Halmahera,tlb,Papunesia,3,1.09,128.15
tobi1238,Tobian,Austronesian,tox,Papunesia,0,3.00,131.17
tobi1239,Tobilung,Austronesian,tgb,Papunesia,0,6.56,116.67
toca1235,Tocantins Asurini,Tupian,asu,South America,0,-3.59,-49.90
toch1257,Tocho,Narrow Talodi,taz,Africa,0,10.88,30.16
toda1252,Toda,Dravidian,tcx,Eurasia,0,11.42,77.02
todr1244,Todrah,Austroasiatic,tdr,Eurasia,0,14.57,108.11
tofa1246,Tofanma,Namla-Tofanma,tlg,Papunesia,0,-3.74,140.59
tofi1235,Tofin Gbe,Atlantic-Congo,tfi,Africa,4,6.52,2.43
togb1241,Togbo-Vara Banda,Atlantic-Congo,tor,Africa,2,6.36,22.74
togo1252,Togoyo,Atlantic-Congo,tgy,Africa,0,8.66,25.98
toho1245,Tohono O'odham,Uto-Aztecan,ood,North America,2,31.80,-112.00
tojo1241,Tojolabal,Mayan,toj,North America,0,16.26,-91.78
toka1244,Tokano,Nuclear Trans New Guinea,zuh,Papunesia,2,-6.05,145.30
toke1240,Tokelau,Austronesian,tkl,Papunesia,0,-9.23,-171.78
tokh1242,Tokharian A,Indo-European,xto,Eurasia,0,42.98,89.18
tokh1243,Tokharian B,Indo-European,txb,Eurasia,0,41.65,82.90
toki1239,Toki Pona,Artificial Language,tok,North America,0,,
tokp1240,Tok Pisin,Indo-European,tpi,Papunesia,0,-9.42,147.30
toku1246,Toku-No-Shima,Japonic,tkn,Eurasia,1,27.77,128.96
tola1236,Tolai-Nakanai-Trade,Pidgin,,Papunesia,0,-4.90,151.32
tola1247,Tolaki,Austronesian,lbw,Papunesia,8,-4.04,121.89
toll1241,Tol,Jicaquean,jic,North America,0,14.67,-87.04
tolo1255,Tolomako,Austronesian,tlm,Papunesia,0,-15.16,166.77
tolo1259,Tolowa-Chetco,Athabaskan-Eyak-Tlingit,tol,North America,0,41.92,-124.10
toma1245,Toma,Mande,tod,Africa,11,8.20,-9.23
toma1248,Tomadino,Austronesian,tdi,Papunesia,0,-2.56,121.94
tomb1243,Tombulu,Austronesian,tom,Papunesia,2,1.40,124.75
tomb1244,Tombonuo,Austronesian,txa,Papunesia,1,6.29,117.32
tomb1245,Tombelala,Austronesian,ttp,Papunesia,0,-2.51,121.92
tomb1246,Tombidi,Atlantic-Congo,,Africa,0,-2.23,12.36
tome1239,Tomedes,Bookkeeping,toe,South America,0,3.25,-69.67
tomi1243,Tomini,Austronesian,txm,Papunesia,0,0.43,120.89
tomm1242,Tommo So Dogon,Dogon,dto,Africa,0,14.76,-3.28
tomo1243,Tomo Kan Dogon,Dogon,dtm,Africa,0,13.63,-3.82
tomo1244,Tomoip,Austronesian,tqp,Papunesia,0,-5.31,151.83
tomy1239,Tomyang,Bookkeeping,tmx,,0,,
tond1249,Tondi Songway Kiini,Songhay,tst,Africa,0,15.26,-2.82
tond1251,Tondano,Austronesian,tdn,Papunesia,3,1.28,124.96
tong1308,Maniq,Austroasiatic,tnz,Eurasia,1,6.88,100.10
tong1318,Tonga (Zambia),Atlantic-Congo,toi,Africa,3,-17.42,27.10
tong1320,Tongwe,Atlantic-Congo,tny,Africa,0,-6.43,30.08
tong1321,Tonga (Nyasa),Atlantic-Congo,tog,Africa,0,-12.08,34.06
tong1325,Tonga (Tonga Islands),Austronesian,ton,Papunesia,0,-21.17,-175.25
tong1329,Tongva,Uto-Aztecan,xgf,North America,0,34.10,-118.11
tonj1246,Tonjon,Mande,tjn,Africa,0,8.36,-4.41
tonk1249,Tonkawa,,tqw,North America,0,30.25,-96.75
tons1239,Tonsawang,Austronesian,tnw,Papunesia,0,1.05,124.65
tons1240,Tonsea,Austronesian,txs,Papunesia,5,1.51,125.05
tont1239,Tontemboan,Austronesian,tnt,Papunesia,3,1.25,124.65
tooo1238,To,Atlantic-Congo,toz,Africa,0,7.26,15.28
toor1238,Tooro,Atlantic-Congo,ttj,Africa,1,0.57,30.64
topo1242,Toposa,Nilotic,toq,Africa,3,5.16,34.22
topo1243,Topoiyo,Austronesian,toy,Papunesia,0,-2.07,119.31
tora1259,Torau,Austronesian,ttu,Papunesia,0,-6.20,155.50
tora1261,Toraja-Sa'dan,Austronesian,sda,Papunesia,3,-2.97,119.83
tora1263,Torá,Chapacuran,trz,South America,0,-6.20,-61.74
tora1267,Toram,Afro-Asiatic,trj,Africa,0,11.20,19.53
torn1244,Meänkieli,Uralic,fit,Eurasia,3,67.25,23.07
toro1249,Toro,Atlantic-Congo,tdv,Africa,0,9.09,8.58
toro1251,Torona,Narrow Talodi,tqr,Africa,0,11.13,30.34
toro1252,Toro So Dogon,Dogon,dts,Africa,5,14.41,-3.10
toro1253,Toro Tegu Dogon,Dogon,dtt,Africa,0,15.06,-2.22
toro1255,Toromono,Pano-Tacanan,tno,South America,0,-13.30,-67.39
torr1259,Aro-Mukweym-Orok,Nuclear Torricelli,tei,Papunesia,3,-3.45,142.62
torr1261,Torres Strait-Lockhart River Creole,Indo-European,tcs,Australia,2,-11.07,142.69
torw1241,Torwali,Indo-European,trw,Eurasia,2,35.31,72.53
tosk1239,Northern Tosk Albanian,Indo-European,als,Eurasia,4,41.00,20.00
tosu1234,Tosu,Sino-Tibetan,,Eurasia,2,28.53,102.08
tote1238,Totela,Atlantic-Congo,ttl,Africa,0,-16.96,24.38
toto1302,Toto,Sino-Tibetan,txo,Eurasia,0,26.67,88.97
toto1304,Totoli,Austronesian,txe,Papunesia,0,1.15,120.88
toto1305,Totontepec Mixe,Mixe-Zoque,mto,North America,0,17.22,-96.02
toto1306,Totoro,Barbacoan,ttk,South America,0,2.55,-76.64
toto1308,Totomachapan Zapotec,Otomanguean,zph,North America,0,16.86,-97.08
touo1238,Touo,,tqu,Papunesia,0,-8.58,157.30
tour1242,Toura (Côte d'Ivoire),Mande,neb,Africa,6,7.77,-7.33
tour1243,Toura (Papua New Guinea),Austronesian,don,Papunesia,0,-9.10,146.99
towe1240,Towei,Pauwasi,ttn,Papunesia,0,-3.87,140.80
tran1282,Transalpine Gaulish,Indo-European,xtg,Eurasia,0,43.97,3.30
trav1235,Traveller Scottish,Unclassifiable,trl,Eurasia,0,55.98,-4.39
trav1236,Traveller Norwegian,Speech Register,rmg,Eurasia,0,62.62,9.49
trav1237,Traveller Danish,Speech Register,rmd,Eurasia,0,55.56,12.06
treg1243,Tregami,Indo-European,trm,Eurasia,0,35.00,71.10
trem1235,Tremembé,Unattested,tme,South America,0,-3.09,-40.20
trie1243,Trieng,Austroasiatic,stg,Eurasia,0,15.50,107.52
trim1239,Trimuris,Greater Kwerba,tip,Papunesia,0,-2.16,138.03
trin1271,Tringgus-Sembaan Bidayuh,Austronesian,trx,Papunesia,2,1.43,109.95
trin1273,Tring,Austronesian,tgq,Papunesia,0,1.33,110.04
trin1274,Trinitario-Javeriano-Loretano,Arawakan,trn,South America,3,-15.33,-65.41
trin1276,Trinidadian Creole English,Indo-European,trf,South America,0,10.42,-61.42
trin1277,Modern Trinidad and Tobago Sign Language,Sign Language,lst,South America,0,10.67,-61.52
trio1238,Trió,Cariban,tri,South America,1,2.54,-55.76
truk1242,Truká,Unattested,tka,South America,0,-8.50,-39.00
trum1247,Trumai,,tpy,South America,0,-11.81,-53.57
tsaa1242,Tsaangi,Atlantic-Congo,tsa,Africa,0,-2.29,12.76
tsak1248,Tsakonian,Indo-European,tsd,Eurasia,3,37.14,22.73
tsak1249,Tsakhur,Nakh-Daghestanian,tkr,Eurasia,3,41.59,46.89
tsak1250,Tsaukambo,Nuclear Trans New Guinea,kvz,Papunesia,0,-5.39,140.19
tsam1247,Tsamai,Afro-Asiatic,tsb,Africa,0,5.31,36.91
tsat1238,Tsat,Austronesian,huq,Eurasia,0,18.32,109.34
tset1236,Tsetsaut,Athabaskan-Eyak-Tlingit,txc,North America,0,55.50,-130.08
tsha1245,Tshangla,Sino-Tibetan,tsj,Eurasia,5,27.37,91.77
tsho1240,Tshobdun,Sino-Tibetan,,Eurasia,0,32.18,101.84
tsik1238,Tsikimba,Atlantic-Congo,kdl,Africa,2,9.60,4.89
tsim1257,Tsimihety Malagasy,Austronesian,xmw,Africa,0,-15.43,48.81
tsis1238,Salka-Tsishingini,Atlantic-Congo,tsw,Africa,1,10.29,5.11
tsix1234,Ts'ixa,Khoe-Kwadi,,Africa,0,-19.18,24.00
tsoa1238,Northern Tshwa,Khoe-Kwadi,hio,Africa,3,-19.80,26.96
tsog1243,Tsogo,Atlantic-Congo,tsv,Africa,0,-1.55,11.14
tson1249,Tsonga,Atlantic-Congo,tso,Africa,11,-23.58,31.81
tsoo1241,Tso,Atlantic-Congo,ldp,Africa,3,9.53,11.50
tsot1241,Tsotso,Atlantic-Congo,lto,Africa,0,0.30,34.70
tsot1242,Tsotsitaal,Speech Register,fly,Africa,0,-25.86,27.50
tsou1248,Tsou,Austronesian,tsu,Papunesia,5,23.22,120.79
tsug1237,Tsugaru,Japonic,,Eurasia,0,40.74,140.69
tsum1240,Tsum,Sino-Tibetan,ttz,Eurasia,0,28.47,85.08
tsun1242,Ts'ün-Lao,Tai-Kadai,tsl,Eurasia,0,21.36,102.93
tsuv1239,Tsuvadi,Atlantic-Congo,tvd,Africa,0,10.84,5.22
tsuv1243,Tsuvan,Afro-Asiatic,tsh,Africa,0,10.16,13.63
tswa1237,Tswapong,Atlantic-Congo,two,Africa,0,-23.41,27.42
tswa1253,Tswana,Atlantic-Congo,tsn,Africa,13,-24.37,24.76
tswa1255,Tswa,Atlantic-Congo,tsc,Africa,5,-22.99,32.43
tual1242,Tualatin-Yamhill,Kalapuyan,nrt,North America,0,45.33,-122.95
tuam1242,Tuamotuan,Austronesian,pmt,Papunesia,7,-16.17,-146.32
tuba1278,Tübatulabal,Uto-Aztecan,tub,North America,0,35.33,-117.16
tuba1279,Tubar,Uto-Aztecan,tbu,North America,0,30.00,-111.00
tuca1252,Tucano,Tucanoan,tuo,South America,2,0.58,-69.58
tuge1241,Tugen,Nilotic,tuy,Africa,0,0.67,35.85
tugu1245,Tugun,Austronesian,tzn,Papunesia,6,-7.73,126.70
tugu1246,Tugutil,North Halmahera,tuj,Papunesia,2,0.58,128.22
tuka1248,Tukang Besi North,Austronesian,khc,Papunesia,2,-5.31,123.58
tuka1249,Tukang Besi South,Austronesian,bhq,Papunesia,2,-5.75,123.95
tuki1240,Tuki,Atlantic-Congo,bag,Africa,9,4.64,11.54
tuku1240,Tukumanféd,Unattested,tkf,South America,0,-11.52,-61.42
tuku1254,Tukudede,Austronesian,tkd,Papunesia,2,-8.68,125.28
tula1252,Tula,Atlantic-Congo,tul,Africa,3,9.85,11.53
tule1244,Tulehu,Austronesian,tlu,Papunesia,4,-3.58,128.31
tule1245,Tule-Kaweah Yokuts,Yokutsan,,North America,2,36.05,-118.77
tuli1249,Tulishi,Kadugli-Krongo,tey,Africa,3,11.45,29.11
tulu1258,Tulu,Dravidian,tcy,Eurasia,5,12.81,75.27
tulu1259,Tulu-Bohuai,Austronesian,rak,Papunesia,3,-2.14,146.93
tuma1248,Tumari Kanuri,Saharan,krt,Africa,4,14.26,13.16
tuma1250,Tuma-Irumu,Nuclear Trans New Guinea,iou,Papunesia,0,-6.29,146.61
tuma1260,Tumak,Afro-Asiatic,tmc,Africa,2,9.44,17.42
tumb1250,Tumbuka,Atlantic-Congo,tum,Africa,14,-11.33,33.37
tumi1238,Tumi,Unattested,kku,Africa,0,10.51,8.10
tuml1238,Tumleo,Austronesian,tmq,Papunesia,0,-3.15,142.35
tums1237,Tumshuqese,Indo-European,xtq,Eurasia,0,39.87,79.07
tumt1243,Tumtum,Kadugli-Krongo,tbr,Africa,3,10.64,30.41
tumu1242,Tumulung Sisaala,Atlantic-Congo,sil,Africa,4,10.63,-1.80
tumz1238,Tumzabt,Afro-Asiatic,mzb,Africa,0,32.50,3.85
tund1254,Tundra Enets,Uralic,enh,Eurasia,0,70.36,84.08
tune1241,Tunen (Retired),Bookkeeping,baz,Africa,0,4.75,10.67
tune1261,Tunen,Atlantic-Congo,tvu,Africa,7,4.75,10.67
tung1290,Tungag,Austronesian,lcm,Papunesia,0,-2.52,150.20
tung1293,Tunggare,Geelvink Bay,trt,Papunesia,0,-3.37,135.55
tuni1249,Tunisian Sign Language,Sign Language,tse,Africa,0,36.50,10.03
tuni1251,Tunia,Atlantic-Congo,tug,Africa,2,9.43,18.21
tuni1252,Tunica,,tun,North America,0,30.99,-92.54
tuni1259,Tunisian Arabic,Afro-Asiatic,aeb,Africa,9,33.80,9.56
tuni1262,Tunisian-Zuwara Berber,Afro-Asiatic,,Africa,2,32.86,11.30
tunj1244,Tunjung,Austronesian,tjg,Papunesia,4,-0.29,115.88
tunn1238,Tunni,Afro-Asiatic,tqq,Africa,0,1.06,43.68
tunu1234,Tunumiisiut,Eskimo-Aleut,,North America,0,65.61,-37.63
tunz1235,Tunzu,Atlantic-Congo,dza,Africa,0,9.12,10.03
tuot1238,Tuotomb,Atlantic-Congo,ttf,Africa,0,4.66,10.66
tupa1250,Tuparí,Tupian,tpr,South America,0,-11.89,-62.25
tupi1273,Tupinambá,Tupian,tpn,South America,12,-22.81,-42.11
tupu1244,Tupuri,Atlantic-Congo,tui,Africa,4,10.01,14.87
tura1265,Turaka,Dagan,trh,Papunesia,0,-9.84,149.57
turi1246,Turi,Austroasiatic,trd,Eurasia,0,22.01,84.47
turi1247,Turiwára,Tupian,twt,South America,0,-2.00,-49.50
turk1244,Turku-Bongor Pidgin Arabic,Pidgin,,Africa,2,9.09,18.44
turk1288,Turkish Sign Language,Sign Language,tsm,Eurasia,0,41.03,28.86
turk1303,Khalaj Turkic,Turkic,klj,Eurasia,2,34.42,50.32
turk1304,Turkmen,Turkic,tuk,Eurasia,11,37.09,59.18
turk1306,Turka,Atlantic-Congo,tuz,Africa,2,10.71,-4.92
turk1308,Turkana,Nilotic,tuv,Africa,2,4.31,35.71
turk1310,Turks And Caicos Creole English,Indo-European,tch,North America,0,21.81,-71.75
turo1239,Turoyo,Afro-Asiatic,tru,Eurasia,6,37.23,42.15
turu1249,Turung,Tai-Kadai,try,Eurasia,0,26.34,92.27
turu1250,Turumsa,Doso-Turumsa,tqm,Papunesia,0,-7.93,142.57
tusc1257,Tuscarora,Iroquoian,tus,North America,0,43.13,-79.42
tush1243,Tushan Names,Bookkeeping,,Eurasia,0,,
tute1247,Tutelo,Siouan,tta,North America,0,37.67,-78.75
tuto1241,Tutong,Austronesian,ttg,Papunesia,0,4.74,114.64
tuto1242,Tutong 1,Bookkeeping,ttx,,0,,
tuts1235,Tutsa Naga,Sino-Tibetan,tvt,Eurasia,0,27.16,95.80
tutu1241,Tutuba,Austronesian,tmi,Papunesia,0,-15.58,167.27
tutu1242,Tututni,Athabaskan-Eyak-Tlingit,tuu,North America,0,42.56,-124.29
tutu1243,Tututepec Mixtec,Otomanguean,mtu,North America,1,16.11,-97.56
tuva1244,Tuvalu,Austronesian,tvl,Papunesia,2,-8.52,179.20
tuvi1240,Tuvinian,Turkic,tyv,Eurasia,4,51.70,94.37
tuwa1242,Tuwari,Walioic,tww,Papunesia,0,-4.80,142.09
tuwa1243,Tuwali Ifugao,Austronesian,ifk,Papunesia,3,16.66,121.11
tuwu1238,Tuwuli,Atlantic-Congo,bov,Africa,0,7.31,0.38
tuxa1239,Tuxá,,tud,South America,0,-8.95,-38.27
tuxi1238,Tuxináwa,Pano-Tacanan,tux,South America,0,-9.75,-69.02
tuyu1244,Tuyuca,Tucanoan,tue,South America,1,0.39,-70.04
twan1247,Twana,Salishan,twa,North America,2,47.49,-123.21
twee1234,Tweed-Albert,Pama-Nyungan,xjb,Australia,4,-28.03,153.29
twen1242,Cambap-Langa,Atlantic-Congo,twn,Africa,2,6.37,11.70
tyan1235,Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit,Pama-Nyungan,,Australia,5,-12.54,141.98
tyap1238,Tyap,Atlantic-Congo,kcg,Africa,6,9.76,8.31
tyar1236,Tyaraity,Northern Daly,woa,Australia,0,-12.49,130.68
tzel1254,Tzeltal,Mayan,tzh,North America,2,16.64,-92.28
tzel1255,"Tzeltal, Bachajón",Bookkeeping,tzb,North America,0,16.64,-92.28
tzot1259,Tzotzil,Mayan,tzo,North America,0,16.64,-92.74
tzot1260,"Tzotzil, San Andrés Larrainzar",Bookkeeping,tzs,North America,0,16.64,-92.74
tzot1261,"Tzotzil, Huixtán",Bookkeeping,tzu,North America,0,16.64,-92.74
tzot1262,"Tzotzil, Chamula",Bookkeeping,tzc,North America,0,16.64,-92.74
tzot1263,"Tzotzil, Chenalhó",Bookkeeping,tze,North America,0,16.64,-92.74
tzot1264,"Tzotzil, Zinacantán",Bookkeeping,tzz,North America,0,16.64,-92.74
tzut1248,Tz'utujil,Mayan,tzj,North America,0,14.64,-91.20
tzut1249,"Tz'utujil, Western",Bookkeeping,tzt,North America,0,,
uabm1237,Uab Meto,Austronesian,aoz,Papunesia,9,-9.77,124.14
uain1239,Uainuma-Mariate,Arawakan,,South America,2,-1.68,-71.15
uamu1236,Uamué,Unclassifiable,uam,South America,0,-8.50,-38.75
uare1241,Uare,Kwalean,ksj,Papunesia,2,-9.70,147.69
ubag1245,Ubaghara,Atlantic-Congo,byc,Africa,5,5.72,7.96
uban1243,Ubang,Atlantic-Congo,uba,Africa,0,6.41,9.26
ubii1238,Ubi,Afro-Asiatic,ubi,Africa,0,11.80,18.56
ubir1237,Ubir,Austronesian,ubr,Papunesia,0,-9.59,149.40
ubyk1235,Ubykh,Abkhaz-Adyge,uby,Eurasia,0,43.67,39.67
ucay1237,Ucayali-Yurúa Ashéninka,Arawakan,cpb,South America,0,-9.49,-73.18
udaa1238,Uda,Atlantic-Congo,uda,Africa,0,4.70,8.07
udih1248,Udihe,Tungusic,ude,Eurasia,7,46.63,135.68
udii1243,Udi,Nakh-Daghestanian,udi,Eurasia,3,40.90,47.72
udmu1245,Udmurt,Uralic,udm,Eurasia,5,56.13,52.64
uduk1239,Uduk,Koman,udu,Africa,4,9.16,34.23
ufim1240,Ufim,Nuclear Trans New Guinea,ufi,Papunesia,0,-6.05,146.25
ugan1238,Ugandan Sign Language,Sign Language,ugn,Africa,0,0.25,32.48
ugar1238,Ugaritic,Afro-Asiatic,uga,Eurasia,0,35.60,35.78
ughe1237,Ughele,Austronesian,uge,Papunesia,0,-8.46,157.34
ugon1239,Ugong,Sino-Tibetan,ugo,Eurasia,2,14.94,99.32
uham1238,Uhami,Atlantic-Congo,uha,Africa,0,7.38,5.69
uigh1240,Uighur,Turkic,uig,Eurasia,12,43.88,87.38
uiri1238,Uirina,Arawakan,,South America,0,0.49,-64.27
uisa1238,Uisai,South Bougainville,uis,Papunesia,0,-6.56,155.71
ujir1237,Ujir,Austronesian,udj,Papunesia,0,-5.69,134.26
ukaa1243,Ukaan,Atlantic-Congo,kcf,Africa,3,7.60,6.04
ukhw1241,Ukhwejo,Atlantic-Congo,ukh,Africa,4,2.91,16.27
ukit1237,Ukit,Austronesian,umi,Papunesia,0,2.42,113.82
ukpe1247,Ukpe-Bayobiri,Atlantic-Congo,ukp,Africa,2,6.53,9.03
ukpe1249,Ukpet-Ehom,Atlantic-Congo,akd,Africa,2,5.58,8.10
ukra1235,Ukrainian Sign Language,Sign Language,ukl,Eurasia,0,50.41,30.55
ukra1253,Ukrainian,Indo-European,ukr,Eurasia,6,49.80,29.95
ukue1238,Ukue,Atlantic-Congo,uku,Africa,0,7.42,5.85
ukur1240,Ukuriguma,Nuclear Trans New Guinea,ukg,Papunesia,0,-4.94,145.51
ukwa1238,Ukwa,Atlantic-Congo,ukq,Africa,0,5.60,7.96
ukwu1241,Ukwuani-Aboh-Ndoni,Atlantic-Congo,ukw,Africa,3,5.79,6.49
ulau1237,Ulau-Suain,Austronesian,svb,Papunesia,0,-3.33,142.84
ulch1241,Ulch,Tungusic,ulc,Eurasia,0,51.85,140.29
ulit1238,Ulithian,Austronesian,uli,Papunesia,0,9.96,139.60
ulla1237,Ullatan,Dravidian,ull,Eurasia,0,9.47,77.09
ulte1235,Ulterior-Mixe,Mixe-Zoque,,North America,0,17.36,-96.05
uluk1257,Ulukwumi,Atlantic-Congo,ulb,Africa,0,6.50,6.59
ulum1237,Ulumanda',Austronesian,ulm,Papunesia,3,-3.01,118.99
ulwa1239,Ulwa,Misumalpan,ulw,North America,2,12.93,-83.58
umaa1242,Uma,Austronesian,ppk,Papunesia,7,-1.70,119.97
umal1238,Uma' Lung,Austronesian,ulu,Papunesia,0,3.25,116.50
umal1239,Uma' Lasan,Austronesian,xky,Papunesia,5,2.14,114.20
uman1240,Umanakaina,Dagan,gdn,Papunesia,2,-9.90,149.66
umat1237,Umatilla,Sahaptian,uma,North America,0,45.64,-118.55
umbi1243,Umbindhamu,Pama-Nyungan,umd,Australia,0,-13.92,143.33
umbr1253,Umbrian,Indo-European,xum,Eurasia,4,42.75,13.02
umbu1235,Umbugarla,,umr,Australia,0,-12.93,131.82
umbu1256,Umbuygamu,Pama-Nyungan,umg,Australia,0,-14.26,143.63
umbu1257,Umbundu,Atlantic-Congo,umb,Africa,2,-12.48,14.41
umbu1258,Umbu-Ungu,Nuclear Trans New Guinea,ubu,Papunesia,3,-5.95,143.97
