code,iso639_3,glottocode,AdjustedWPsize,Articles,WPincubatornew,WPsizeinchars,Realtotalratio,Avggoodpagelength,Population Size,Digital Support,has_glottolog,has_bible,win11_os_supported,tatoeba_sentences,has_wals,Ethnologue_Status,has_wiki
fit,fit,torn1244,,,1,,,,5,1,1,0,0,,0,2,0
fiw,fiw,fiwa1240,,,0,,,,3,0,1,0,0,,0,1,0
fiz,fiz,izer1243,,,,,,,,,1,0,0,,0,,0
fkk,fkk,kiry1234,,,0,,,,3,0,1,0,0,,0,2,0
fkv,fkv,kven1236,,,1,,,,3,2,1,0,0,2.785329835010767,0,1,0
fla,fla,kali1308,,,0,,,,0,1,1,0,0,,1,1,0
flh,flh,foau1240,,,0,,,,3,0,1,0,0,,0,2,0
fli,fli,fali1285,,,0,,,,5,1,1,0,0,,0,2,0
fll,fll,nort2770,,,0,,,,5,1,1,0,0,,0,1,0
flm,flm,fala1245,,,,,,,,,1,0,0,,0,,0
fln,fln,flin1247,,,0,,,,0,0,1,0,0,,0,0,0
flr,flr,fuli1240,,,0,,,,5,2,1,0,0,,0,2,0
fly,fly,tsot1242,,,0,,,,0,1,1,0,0,,0,1,0
fmp,fmp,fefe1239,,,0,,,,5,2,1,0,0,,1,2,0
fmu,fmu,farw1235,,,0,,,,5,1,1,0,0,,0,2,0
fnb,fnb,orko1234,,,0,,,,3,0,1,0,0,,0,1,0
fng,fng,fana1235,,,0,,,,3,1,1,0,0,,0,1,0
fni,fni,fani1244,,,0,,,,3,1,1,0,0,,0,2,0
fod,fod,food1238,,,0,,,,5,1,1,0,0,,0,2,0
foi,foi,foii1241,,,0,,,,3,0,1,0,0,,1,1,0
fom,fom,foma1238,,,0,,,,5,1,1,0,0,,0,2,0
fon,fon,fonn1241,6.512622,3.626135,0,6.512622,0.6449858088930936,2.916359,7,2,1,1,0,,1,3,1
for,for,fore1270,,,0,,,,5,1,1,0,0,,1,2,0
fos,fos,sira1267,,,0,,,,0,0,1,0,0,,1,1,0
fpe,fpe,fern1234,,,0,,,,5,1,1,0,0,,0,3,0
fqs,fqs,fass1245,,,0,,,,3,1,1,0,0,,1,1,0
fra,fra,stan1290,10.32467,6.654221,0,10.32467,0.5835801669896197,3.672639,7,,1,0,1,5.845281025562383,1,3,1
frc,frc,caju1236,,,1,,,,5,1,1,0,0,,0,1,0
frd,frd,ford1242,,,0,,,,5,1,1,0,0,,1,1,0
fri,fri,west2863,,,,,,,,,1,0,0,,0,,0
fro,fro,oldf1239,,,,,,,,,1,0,0,2.3344537511509307,0,,0
frp,frp,fran1260,6.892016,3.984707,0,6.892016,0.40169877770872175,2.940852,5,2,1,0,0,,0,1,1
frq,frq,fora1245,,,0,,,,3,0,1,0,0,,0,1,0
frr,frr,nort2626,7.444915,4.55629,0,7.444915,0.47306869635267645,2.90835,3,2,1,0,0,3.488973524726508,1,1,1
frs,frs,nort2628,,,1,,,,5,1,1,0,0,,1,1,0
frt,frt,fort1240,,,0,,,,3,0,1,0,0,,0,2,0
fry,fry,west2354,8.412333,4.994625,0,8.412333,0.5506429077655158,3.422016,5,3,1,1,0,2.8555191556678,1,3,1
fse,fse,finn1310,,,0,,,,3,1,1,0,0,,1,2,0
fsl,fsl,fren1243,,,0,,,,5,1,1,0,0,,1,2,0
fss,fss,finl1235,,,0,,,,3,0,1,0,0,,0,1,0
fub,fub,adam1253,,,0,,,,7,2,1,0,0,,1,3,0
fuc,fuc,pula1263,,,0,,,,7,2,1,0,0,1.0791812460476249,1,2,0
fud,fud,east2447,,,0,,,,3,1,1,0,0,,1,2,0
fue,fue,borg1235,,,0,,,,5,1,1,0,0,,0,2,0
fuf,fuf,pula1262,,,0,,,,7,2,1,0,0,,1,2,0
fuh,fuh,west2454,,,0,,,,7,2,1,0,0,,1,2,0
fui,fui,bagi1244,,,0,,,,5,1,1,0,0,,0,2,0
fuj,fuj,kooo1244,,,0,,,,3,1,1,0,0,,0,1,0
ful,ful,,7.590759,4.350093,0,7.590759,0.8285994998213648,3.251795,,,0,0,0,,0,,1
fum,fum,fumm1238,,,0,,,,0,0,1,0,0,,0,2,0
fun,fun,fuln1247,,,0,,,,3,0,1,0,0,,1,1,0
fuq,fuq,cent2018,,,0,,,,7,2,1,0,0,,0,2,0
fur,fur,friu1240,6.846032,3.836197,0,6.846032,0.442111402741324,3.04674,5,3,1,0,0,1.5314789170422551,0,1,1
fut,fut,futu1245,,,0,,,,3,1,1,0,0,,1,2,0
fuu,fuu,furu1242,,,0,,,,5,0,1,0,0,,1,2,0
fuv,fuv,nige1253,,,0,,,,7,2,1,0,0,1.5440680443502757,1,3,0
fuy,fuy,fuyu1242,,,0,,,,5,1,1,0,0,,0,2,0
fvr,fvr,furr1244,,,1,,,,5,2,1,0,0,,1,2,0
fwa,fwa,fwai1237,,,0,,,,3,1,1,0,0,,1,1,0
fwe,fwe,fwee1238,,,0,,,,5,1,1,0,0,,0,2,0
gaa,gaa,gaaa1244,,,1,,,,5,2,1,1,0,1.4771212547196624,1,3,0
gab,gab,gabr1253,,,0,,,,5,1,1,0,0,,0,2,0
gac,gac,,,,0,,,,0,1,0,0,0,,0,1,0
gad,gad,gadd1244,,,0,,,,5,1,1,0,0,,0,1,0
gae,gae,guar1293,,,0,,,,3,0,1,0,1,,1,1,0
gaf,gaf,gend1249,,,0,,,,3,1,1,0,0,,0,2,0
gag,gag,gaga1249,6.867262,3.537189,0,6.867262,0.6551523947750363,3.341448,5,2,1,0,0,1.845098040014257,1,2,1
gah,gah,alek1238,,,0,,,,5,1,1,0,0,,1,1,0
gai,gai,bore1247,,,0,,,,3,1,1,0,0,,0,2,0
gaj,gaj,gads1258,,,0,,,,5,1,1,0,0,,1,2,0
gak,gak,gamk1238,,,0,,,,3,0,1,0,0,,0,1,0
gal,gal,galo1243,,,0,,,,5,1,1,0,0,,0,2,0
gam,gam,kand1303,,,0,,,,3,1,1,0,0,,0,2,0
gan,gan,ganc1239,6.109915,3.989895,0,6.109915,0.06530194472876151,2.334629,7,2,1,0,0,0.47712125471966244,0,2,1
gao,gao,gant1244,,,0,,,,3,0,1,0,0,,0,2,0
gap,gap,gall1278,,,0,,,,3,0,1,0,0,,0,1,0
gaq,gaq,gata1239,,,0,,,,3,1,1,0,0,,0,1,0
gar,gar,gale1257,,,0,,,,3,0,1,0,0,,0,2,0
gas,gas,adiw1235,,,0,,,,5,1,1,0,0,,0,2,0
gat,gat,kena1250,,,0,,,,3,0,1,0,0,,0,2,0
gau,gau,mudh1235,,,0,,,,3,1,1,0,0,,0,2,0
gav,gav,gabu1248,,,,,,,,,1,0,0,,0,,0
gaw,gaw,nobo1238,,,0,,,,3,2,1,0,0,,0,2,0
gax,gax,bora1271,,,0,,,,7,2,1,0,0,,1,2,0
gay,gay,gayo1244,,,1,,,,5,2,1,0,0,,1,1,0
gaz,gaz,west2721,,,0,,,,7,3,1,0,0,1.0,1,3,0
gba,gba,,,,0,,,,,,0,1,0,,0,,0
gbb,gbb,kayt1238,,,0,,,,3,0,1,0,0,,1,1,0
gbd,gbd,kara1476,,,0,,,,0,0,1,0,0,,1,1,0
gbe,gbe,niks1238,,,0,,,,3,0,1,0,0,,0,2,0
gbf,gbf,gaik1242,,,0,,,,3,1,1,0,0,,0,2,0
gbg,gbg,gban1258,,,0,,,,5,0,1,0,0,,0,2,0
gbh,gbh,defi1235,,,0,,,,3,0,1,0,0,,0,2,0
gbi,gbi,gale1259,,,0,,,,5,1,1,0,0,,1,1,0
gbj,gbj,bodo1267,,,0,,,,3,1,1,0,0,,1,1,0
gbk,gbk,gadd1242,,,0,,,,5,2,1,0,0,,0,2,0
gbl,gbl,gami1242,,,0,,,,5,1,1,0,0,,0,2,0
gbm,gbm,garh1243,,,1,,,,7,2,1,0,0,1.5563025007672873,0,2,0
gbn,gbn,moda1242,,,0,,,,3,0,1,0,0,,0,1,0
gbo,gbo,nort2810,,,0,,,,5,2,1,0,0,,0,2,0
gbp,gbp,gbay1287,,,0,,,,5,0,1,0,0,,1,2,0
gbq,gbq,gbay1286,,,0,,,,5,0,1,0,0,,0,2,0
gbr,gbr,gbag1258,,,0,,,,7,1,1,0,0,,1,1,0
gbs,gbs,gbes1238,,,0,,,,5,0,1,0,0,,0,2,0
gbu,gbu,gaga1251,,,0,,,,0,0,1,0,0,,1,0,0
gbv,gbv,gban1260,,,0,,,,5,0,1,0,0,,0,2,0
gbw,gbw,kabi1260,,,0,,,,0,0,1,0,0,,0,1,0
gbx,gbx,east2390,,,0,,,,5,0,1,0,0,,0,2,0
gby,gby,gbar1246,,,0,,,,5,1,1,0,0,,0,2,0
gbz,gbz,zoro1242,,,0,,,,3,0,1,0,0,,0,1,0
gcc,gcc,mali1284,,,0,,,,3,1,1,0,0,,1,1,0
gcd,gcd,gang1267,,,0,,,,0,0,1,0,0,,1,1,0
gce,gce,gali1261,,,0,,,,0,1,1,0,0,,0,0,0
gcf,gcf,guad1242,,,1,,,,5,2,1,0,0,3.326949994165999,1,2,0
gcl,gcl,gren1247,,,0,,,,5,1,1,0,0,,0,1,0
gcn,gcn,gain1243,,,0,,,,3,0,1,0,0,,0,2,0
gcr,gcr,guia1246,6.40343,3.387568,0,6.40343,0.8607128226136829,3.028173,5,2,1,0,0,,1,2,1
gct,gct,colo1254,,,1,,,,3,1,1,0,0,,0,1,0
gda,gda,gade1236,,,0,,,,5,0,1,0,0,,0,2,0
gdb,gdb,pott1240,,,0,,,,5,1,1,0,0,,1,2,0
gdc,gdc,gugu1253,,,0,,,,0,0,1,0,0,,0,1,0
gdd,gdd,geda1237,,,0,,,,3,0,1,0,0,,0,2,0
gde,gde,gude1246,,,0,,,,5,2,1,0,0,,1,2,0
gdf,gdf,gudu1252,,,0,,,,5,0,1,0,0,,1,1,0
gdg,gdg,gada1258,,,0,,,,3,1,1,0,0,,0,2,0
gdh,gdh,gadj1243,,,0,,,,0,0,1,0,0,,0,1,0
gdi,gdi,gund1247,,,0,,,,3,0,1,0,0,,0,2,0
gdj,gdj,gurd1238,,,0,,,,0,0,1,0,0,,0,1,0
gdk,gdk,gada1262,,,0,,,,3,1,1,0,0,,0,1,0
gdl,gdl,dira1242,,,0,,,,5,1,1,0,0,,0,3,0
gdm,gdm,laal1242,,,0,,,,3,1,1,0,0,,1,1,0
gdn,gdn,uman1240,,,0,,,,3,1,1,0,0,,0,2,0
gdo,gdo,ghod1238,,,1,,,,3,1,1,0,0,,1,1,0
gdq,gdq,mehr1241,,,0,,,,5,1,1,0,0,,1,1,0
gdr,gdr,wipi1242,,,0,,,,3,1,1,0,0,,0,2,0
gds,gds,ghan1245,,,0,,,,3,0,1,0,0,,0,1,0
gdt,gdt,,,,0,,,,0,0,0,0,0,,0,0,0
gdu,gdu,gudu1250,,,0,,,,3,0,1,0,0,,0,2,0
gdx,gdx,godw1241,,,0,,,,7,1,1,0,0,,0,1,0
gea,gea,geru1240,,,0,,,,3,0,1,0,0,,0,1,0
geb,geb,kire1240,,,0,,,,3,1,1,0,0,,1,2,0
gec,gec,gbol1235,,,0,,,,5,1,1,0,0,,0,2,0
ged,ged,gade1242,,,0,,,,5,0,1,0,0,,1,1,0
gef,gef,,,,0,,,,3,0,0,0,0,,0,2,0
geg,geg,geng1243,,,0,,,,3,0,1,0,0,,0,2,0
geh,geh,hutt1235,,,0,,,,5,1,1,0,0,,0,2,0
gei,gei,gebe1237,,,0,,,,3,0,1,0,0,,0,1,0
gej,gej,genn1243,,,0,,,,5,2,1,0,0,,0,3,0
gek,gek,yiwo1237,,,0,,,,5,1,1,0,0,,0,2,0
gel,gel,kagf1238,,,0,,,,5,1,1,0,0,,0,2,0
gen,gen,gema1236,,,,,,,,,1,0,0,,0,,0
geq,geq,geme1244,,,0,,,,3,0,1,0,0,,0,1,0
ges,ges,gese1240,,,0,,,,5,0,1,0,0,,0,1,0
gev,gev,eviy1235,,,0,,,,0,0,1,0,0,,0,1,0
gew,gew,gera1246,,,0,,,,5,0,1,0,0,,0,1,0
gex,gex,garr1259,,,0,,,,5,0,1,0,0,,0,2,0
gey,gey,enya1247,,,0,,,,5,1,1,0,0,,1,2,0
gez,gez,geez1241,,,0,,,,0,2,1,0,0,,0,0,0
gfk,gfk,patp1243,,,0,,,,5,1,1,0,0,,1,2,0
gft,gft,gafa1240,,,0,,,,0,0,1,0,0,,0,0,0
gga,gga,gaoo1237,,,0,,,,3,0,1,0,0,,0,2,0
ggb,ggb,gbii1242,,,0,,,,5,1,1,0,0,,0,2,0
ggd,ggd,guga1239,,,0,,,,0,0,1,0,0,,1,0,0
gge,gge,gura1252,,,0,,,,0,0,1,0,0,,1,1,0
ggg,ggg,gurg1240,,,0,,,,5,0,1,0,0,,0,2,0
ggh,ggh,garr1261,,,,,,,,,1,0,0,,0,,0
ggk,ggk,kung1259,,,0,,,,0,0,1,0,0,,0,0,0
ggl,ggl,gang1270,,,0,,,,3,0,1,0,0,,0,1,0
ggm,ggm,gugu1257,,,,,,,,,1,0,0,,0,,0
ggr,ggr,aghu1254,,,,,,,,,1,0,0,,0,,0
ggt,ggt,gitu1237,,,0,,,,3,0,1,0,0,,0,2,0
ggu,ggu,gagu1242,,,0,,,,5,0,1,0,0,,0,2,0
ggw,ggw,gogo1265,,,0,,,,5,1,1,0,0,,1,2,0
gha,gha,ghad1239,,,0,,,,5,1,1,0,0,,0,1,0
ghe,ghe,sout2715,,,0,,,,5,1,1,0,0,,0,2,0
ghh,ghh,nort2709,,,0,,,,3,0,1,0,0,,0,1,0
ghk,ghk,geko1235,,,0,,,,5,1,1,0,0,,0,2,0
ghl,ghl,ghul1238,,,0,,,,5,0,1,0,0,,1,1,0
ghn,ghn,ghan1242,,,0,,,,3,0,1,0,0,,0,2,0
gho,gho,ghom1257,,,0,,,,5,1,1,0,0,,0,1,0
ghr,ghr,gher1238,,,0,,,,5,0,1,0,0,,0,2,0
ghs,ghs,guhu1244,,,0,,,,5,1,1,0,0,,1,2,0
ght,ght,kuta1241,,,0,,,,3,1,1,0,0,,0,2,0
gia,gia,kitj1240,,,0,,,,3,1,1,0,0,,1,1,0
gib,gib,giba1240,,,0,,,,0,1,1,0,0,,0,1,0
gic,gic,gail1235,,,0,,,,5,0,1,0,0,,0,1,0
gid,gid,gida1247,,,0,,,,5,1,1,0,0,,1,2,0
gie,gie,gabo1234,,,0,,,,3,0,1,0,0,,0,1,0
gig,gig,goar1239,,,0,,,,5,0,1,0,0,,0,2,0
gih,gih,cond1242,,,0,,,,0,1,1,0,0,,1,1,0
gii,gii,giri1245,,,0,,,,5,0,1,0,0,,0,1,0
gil,gil,gilb1244,,,1,,,,5,2,1,1,0,1.146128035678238,1,3,0
gim,gim,gimi1243,,,0,,,,5,1,1,0,0,,0,2,0
gin,gin,hinu1240,,,0,,,,3,1,1,0,0,,1,1,0
gio,gio,gela1261,,,,,,,,,1,0,0,,0,,0
gip,gip,gimi1242,,,0,,,,3,0,1,0,0,,0,2,0
giq,giq,gree1278,,,0,,,,3,1,1,0,0,,0,1,0
gir,gir,redg1235,,,0,,,,0,0,1,0,0,,0,1,0
gis,gis,nort3047,,,0,,,,5,1,1,0,0,,1,2,0
git,git,gitx1241,,,0,,,,3,1,1,0,0,,1,1,0
giu,giu,gela1264,,,0,,,,0,0,1,0,0,,0,0,0
giw,giw,whit1267,,,0,,,,3,0,1,0,0,,0,1,0
gix,gix,gili1241,,,0,,,,5,0,1,0,0,,0,2,0
giy,giy,giyu1238,,,0,,,,0,0,1,0,0,,0,0,0
giz,giz,sout3051,,,0,,,,5,1,1,0,0,,0,2,0
gjk,gjk,kach1272,,,0,,,,5,1,1,0,0,,0,2,0
gjm,gjm,warr1257,,,0,,,,0,0,1,0,0,,1,0,0
gjn,gjn,gonj1241,,,0,,,,5,2,1,0,0,,0,3,0
gjr,gjr,guri1249,,,0,,,,3,1,1,0,0,,0,2,0
gju,gju,guja1253,,,0,,,,7,2,1,0,0,,1,2,0
gka,gka,guya1251,,,0,,,,3,0,1,0,0,,0,1,0
gkd,gkd,magi1243,,,0,,,,0,0,1,0,0,,0,1,0
gke,gke,ndai1238,,,0,,,,0,1,1,0,0,,0,1,0
gkn,gkn,goka1239,,,0,,,,5,2,1,0,0,,1,2,0
gko,gko,kokn1236,,,0,,,,0,0,1,0,0,,0,0,0
gkp,gkp,guin1254,,,0,,,,5,2,1,0,0,,0,2,0
gku,gku,dans1240,,,0,,,,0,0,1,0,0,,0,0,0
gla,gla,scot1245,7.403139,4.397871,0,7.403139,0.4589134261481837,3.028804,5,3,1,1,0,3.0402066275747113,1,3,1
glb,glb,beln1234,,,0,,,,3,0,1,0,0,,0,2,0
glc,glc,bong1282,,,0,,,,3,1,1,0,0,,0,2,0
gld,gld,nana1257,,,1,,,,3,2,1,0,0,,1,1,0
gle,gle,iris1253,8.052777,4.907309,0,8.052777,0.5399041853901289,3.167388,7,3,1,1,1,3.4820155764507117,1,1,1
glg,glg,gali1258,9.036568,5.516849,0,9.036568,0.6668005122636028,3.522159,7,3,1,1,1,3.8671727511786496,1,3,1
glh,glh,nort2665,,,0,,,,5,0,1,0,0,,0,2,0
gli,gli,guli1244,,,,,,,,,1,0,0,,0,,0
glj,glj,gula1265,,,0,,,,3,1,1,0,0,,1,2,0
glk,glk,gila1241,7.649875,4.713751,0,7.649875,0.7902031663799269,2.957943,7,2,1,0,0,,1,3,1
gll,gll,kala1380,,,0,,,,0,0,1,0,0,,0,0,0
glo,glo,gala1264,,,0,,,,3,0,1,0,0,,0,1,0
glr,glr,glar1241,,,0,,,,3,1,1,0,0,,0,1,0
glu,glu,gula1269,,,0,,,,5,1,1,0,0,,0,2,0
glv,glv,manx1243,7.309553,3.984347,0,7.309553,0.6524984449512752,3.330143,3,3,1,0,0,1.591064607026499,1,1,1
glw,glw,glav1244,,,0,,,,5,1,1,0,0,,0,2,0
gly,gly,gule1241,,,0,,,,0,0,1,0,0,,0,1,0
gma,gma,gamb1251,,,0,,,,0,0,1,0,0,,0,0,0
gmb,gmb,gula1270,,,0,,,,3,0,1,0,0,,0,2,0
gmd,gmd,magh1238,,,0,,,,3,0,1,0,0,,0,1,0
gmg,gmg,magi1244,,,0,,,,0,0,1,0,0,,0,2,0
gmh,gmh,midd1343,,,,,,,,,1,0,0,,0,,0
gml,gml,midd1318,,,,,,,,,1,0,0,,0,,0
gmm,gmm,gbay1281,,,0,,,,5,2,1,0,0,,1,2,0
gmn,gmn,gimn1238,,,0,,,,3,1,1,0,0,,0,1,0
gmo,gmo,gamo1244,,,,,,,,,1,0,0,,0,,0
gmr,gmr,,,,0,,,,0,0,0,0,0,,0,1,0
gmu,gmu,guma1255,,,0,,,,3,0,1,0,0,,0,2,0
gmv,gmv,gamo1243,,,0,,,,7,2,1,0,0,,1,3,0
gmx,gmx,mago1246,,,0,,,,3,1,1,0,0,,0,2,0
gmy,gmy,myce1241,,,,,,,,,1,0,0,,0,,0
gmz,gmz,,,,0,,,,5,0,0,0,0,,0,2,0
gna,gna,kaan1246,,,0,,,,3,2,1,0,0,,0,2,0
gnb,gnb,gang1266,,,0,,,,5,1,1,0,0,,0,2,0
gnc,gnc,guan1277,,,0,,,,0,1,1,0,0,,0,0,0
gnd,gnd,zulg1242,,,0,,,,5,2,1,0,0,,0,2,0
gne,gne,gana1270,,,0,,,,3,0,1,0,0,,0,1,0
gng,gng,ngan1299,,,0,,,,5,2,1,0,0,,0,2,0
gnh,gnh,lere1241,,,0,,,,0,0,1,0,0,,0,1,0
gni,gni,goon1238,,,0,,,,3,1,1,0,0,,1,1,0
gnj,gnj,ngen1256,,,0,,,,3,0,1,0,0,,0,1,0
gnk,gnk,gana1274,,,0,,,,3,0,1,0,0,,0,1,0
gnl,gnl,gang1268,,,0,,,,0,0,1,0,0,,0,0,0
gnm,gnm,ginu1240,,,0,,,,3,0,1,0,0,,0,2,0
gnn,gnn,guma1253,,,0,,,,3,1,1,0,0,,1,1,0
gno,gno,nort2702,,,0,,,,7,2,1,0,0,,1,2,0
gnq,gnq,gana1277,,,0,,,,3,1,1,0,0,,0,1,0
gnr,gnr,gure1255,,,0,,,,0,0,1,0,0,,1,1,0
gnt,gnt,gunt1241,,,0,,,,3,0,1,0,0,,0,2,0
gnu,gnu,gnau1240,,,0,,,,3,0,1,0,0,,0,2,0
gnw,gnw,west2640,,,0,,,,3,1,1,0,0,,0,2,0
gnz,gnz,ganz1247,,,0,,,,3,0,1,0,0,,0,1,0
goa,goa,guro1248,,,0,,,,5,1,1,0,0,,1,2,0
gob,gob,play1240,,,0,,,,3,0,1,0,0,,1,1,0
goc,goc,gora1262,,,0,,,,3,0,1,0,0,,0,2,0
god,god,godi1239,,,0,,,,5,2,1,0,0,,1,2,0
goe,goe,gong1251,,,0,,,,3,0,1,0,0,,0,1,0
gof,gof,gofa1235,,,0,,,,5,2,1,0,0,,0,3,0
gog,gog,gogo1263,,,0,,,,7,2,1,0,0,,0,2,0
goh,goh,oldh1241,,,,,,,,,1,0,0,,0,,0
goi,goi,goba1246,,,0,,,,3,1,1,0,0,,0,2,0
goj,goj,gowl1242,,,0,,,,5,0,1,0,0,,0,2,0
gok,gok,gowl1241,,,0,,,,5,1,1,0,0,,0,2,0
gol,gol,gola1255,,,0,,,,5,1,1,0,0,,1,2,0
gom,gom,goan1235,7.157177,3.670988,0,7.157177,0.8133532423208191,3.490486,7,2,1,0,0,1.0,0,2,1
gon,gon,,,,0,,,,,,0,0,0,,0,,0
goo,goo,gone1237,,,0,,,,3,0,1,0,0,,0,2,0
gop,gop,yere1243,,,0,,,,3,0,1,0,0,,0,1,0
goq,goq,gora1261,,,0,,,,3,1,1,0,0,,0,1,0
gor,gor,goro1259,7.320331,4.195401,0,7.320331,0.9728988649406963,3.126459,5,2,1,0,0,,1,1,1
gos,gos,gron1242,,,0,,,,5,2,1,0,0,4.047547433078635,0,2,0
got,got,goth1244,5.863007,3.147985,,5.863007,0.21052631578947367,2.8188,,,1,0,0,2.429752280002408,0,,1
gou,gou,gava1241,,,0,,,,5,1,1,0,0,,0,1,0
gov,gov,gooa1234,,,0,,,,3,0,1,0,0,,0,2,0
gow,gow,goro1270,,,0,,,,5,0,1,0,0,,1,1,0
gox,gox,gobu1238,,,0,,,,5,1,1,0,0,,0,2,0
goy,goy,goun1238,,,0,,,,0,1,1,0,0,,0,1,0
goz,goz,goza1238,,,0,,,,0,0,1,0,0,,0,1,0
gpa,gpa,gupa1248,,,0,,,,5,0,1,0,0,,0,2,0
gpe,gpe,ghan1244,7.557269,3.624385,0,7.557269,0.9817058683772868,3.93325,7,2,1,0,0,,0,3,1
gpn,gpn,taia1239,,,0,,,,0,0,1,0,0,,1,1,0
gqa,gqa,gaan1243,,,0,,,,5,1,1,0,0,,1,1,0
gqi,gqi,guiq1238,,,0,,,,3,0,1,0,0,,0,1,0
gqn,gqn,,,,0,,,,0,0,0,0,0,,0,1,0
gqr,gqr,gorr1238,,,0,,,,5,2,1,0,0,,0,2,0
gqu,gqu,qaua1234,,,0,,,,3,0,1,0,0,,1,1,0
gra,gra,rajp1235,,,0,,,,5,0,1,0,0,,0,2,0
grb,grb,,,,0,,,,,,0,1,0,,0,,0
grc,grc,anci1242,,,1,,,,0,2,1,0,0,3.2380461031287955,0,0,0
grd,grd,guru1271,,,0,,,,5,0,1,0,0,,0,1,0
grg,grg,madi1261,,,0,,,,3,1,1,0,0,,0,2,0
grh,grh,gbir1241,,,0,,,,5,1,1,0,0,,0,2,0
gri,gri,ghar1239,,,0,,,,5,1,1,0,0,,0,2,0
grj,grj,sout2826,,,0,,,,5,1,1,0,0,,1,2,0
grm,grm,kota1279,,,0,,,,0,0,1,0,0,,0,1,0
grn,grn,,7.095433,3.970858,0,7.095433,0.43524756710512247,3.145385,,,0,0,0,3.5272431163880884,0,,1
gro,gro,grom1238,,,0,,,,5,0,1,0,0,,0,1,0
grq,grq,goro1261,,,0,,,,0,0,1,0,0,,0,1,0
grr,grr,tazn1238,,,0,,,,5,1,1,0,0,,1,2,0
grs,grs,gres1240,,,0,,,,3,0,1,0,0,,0,1,0
grt,grt,garo1247,,,1,,,,7,2,1,0,0,,1,3,0
gru,gru,kist1241,,,0,,,,5,1,1,0,0,,1,2,0
grv,grv,cent2041,,,0,,,,5,1,1,0,0,,0,2,0
grw,grw,gwed1239,,,0,,,,0,1,1,0,0,,0,1,0
grx,grx,guri1248,,,0,,,,3,0,1,0,0,,0,1,0
gry,gry,barc1235,,,0,,,,5,1,1,0,0,,0,2,0
grz,grz,gura1254,,,0,,,,0,0,1,0,0,,0,0,0
gsc,gsc,gasc1241,,,,,,,,,1,0,0,,0,,0
gse,gse,ghan1235,,,0,,,,5,1,1,0,0,,0,2,0
gsg,gsg,germ1281,,,0,,,,5,1,1,0,0,,1,2,0
gsl,gsl,gusi1246,,,0,,,,5,1,1,0,0,,0,2,0
gsm,gsm,guat1249,,,0,,,,5,1,1,0,0,,0,2,0
gsn,gsn,gusa1246,,,0,,,,3,0,1,0,0,,0,2,0
gso,gso,sout2785,,,0,,,,5,1,1,0,0,,1,2,0
gsp,gsp,wase1252,,,0,,,,3,0,1,0,0,,0,2,0
gss,gss,gree1271,,,0,,,,5,1,1,0,0,,1,2,0
gsw,gsw,swis1247,,,0,,,,7,3,1,1,0,2.69284691927723,1,2,0
gta,gta,guat1253,,,0,,,,0,0,1,0,0,,1,1,0
gti,gti,gbat1238,,,,,,,,,1,0,0,,0,,0
gtu,gtu,aghu1256,,,0,,,,0,0,1,0,0,,0,0,0
gua,gua,shik1242,,,0,,,,0,0,1,0,0,,0,1,0
gub,gub,,,,0,,,,5,1,0,0,0,,1,2,0
guc,guc,wayu1243,6.148191,3.013259,0,6.148191,0.6401551891367604,3.158452,5,2,1,0,0,2.960470777534299,1,2,1
gud,gud,yoco1235,,,0,,,,5,1,1,0,0,,0,2,0
gue,gue,guri1247,,,0,,,,3,1,1,0,0,,1,1,0
guf,guf,gupa1247,,,0,,,,3,1,1,0,0,,1,1,0
gug,gug,para1311,,,0,,,,7,3,1,0,0,,1,3,0
guh,guh,guah1255,,,0,,,,5,1,1,0,0,,1,2,0
gui,gui,east2555,,,0,,,,5,2,1,0,0,,1,2,0
guj,guj,guja1252,7.962842,4.543335,0,7.962842,0.8310294496436851,3.422558,7,3,1,1,1,2.2278867046136734,1,3,1
guk,guk,gumu1244,,,0,,,,5,2,1,0,0,,1,3,0
gul,gul,gull1241,,,0,,,,3,2,1,0,0,,0,1,0
gum,gum,guam1248,,,0,,,,5,2,1,0,0,,1,2,0
gun,gun,mbya1239,,,0,,,,5,2,1,0,0,,0,2,0
guo,guo,guay1257,,,0,,,,3,1,1,0,0,,1,2,0
gup,gup,gunw1252,,,0,,,,3,1,1,0,0,,1,2,0
guq,guq,ache1246,,,0,,,,3,0,1,0,0,,1,2,0
gur,gur,fare1241,6.730374,3.246745,0,6.730374,0.6985835694050991,3.491477,5,2,1,0,0,,1,2,1
gus,gus,guin1250,,,0,,,,5,0,1,0,0,,0,2,0
gut,gut,male1297,,,0,,,,3,1,1,0,0,,0,1,0
guu,guu,yano1261,,,0,,,,5,1,1,0,0,,0,2,0
guv,guv,geya1234,,,,,,,,,1,0,0,,0,,0
guw,guw,gunn1250,6.440356,3.246006,0,6.440356,0.786038592508513,3.208224,7,2,1,0,0,0.9030899869919435,1,2,1
gux,gux,gour1243,,,0,,,,7,2,1,0,0,,1,2,0
guz,guz,gusi1247,,,0,,,,7,2,1,0,0,,1,2,0
gva,gva,guan1268,,,0,,,,0,0,1,0,0,,1,1,0
gvc,gvc,guan1269,,,0,,,,3,1,1,0,0,,1,1,0
gve,gve,duwe1237,,,0,,,,3,0,1,0,0,,0,1,0
gvf,gvf,goli1247,,,0,,,,5,1,1,0,0,,1,2,0
