code,iso639_3,glottocode,AdjustedWPsize,Articles,WPincubatornew,WPsizeinchars,Realtotalratio,Avggoodpagelength,Population Size,Digital Support,has_glottolog,has_bible,win11_os_supported,tatoeba_sentences,has_wals,Ethnologue_Status,has_wiki
xnu,xnu,,,,0,,,,0,0,0,0,0,,0,0,0
xny,xny,nija1241,,,0,,,,0,0,1,0,0,,0,1,0
xnz,xnz,,,,0,,,,5,2,0,0,0,,1,1,0
xoc,xoc,,,,0,,,,0,0,0,0,0,,0,0,0
xod,xod,koko1265,,,0,,,,3,0,1,0,0,,0,1,0
xog,xog,soga1242,,,0,,,,7,2,1,0,0,,0,3,0
xoi,xoi,komi1271,,,0,,,,3,0,1,0,0,,0,1,0
xok,xok,xokl1240,,,0,,,,3,0,1,0,0,,1,1,0
xom,xom,komo1258,,,0,,,,5,1,1,0,0,,1,2,0
xon,xon,konk1269,,,0,,,,5,2,1,0,0,,1,2,0
xoo,xoo,xuku1239,,,0,,,,0,0,1,0,0,,0,1,0
xop,xop,kopa1248,,,0,,,,0,0,1,0,0,,0,1,0
xor,xor,koru1247,,,0,,,,3,0,1,0,0,,0,2,0
xow,xow,kowa1245,,,0,,,,0,0,1,0,0,,0,1,0
xpa,xpa,pirr1240,,,0,,,,0,0,1,0,0,,0,0,0
xpb,xpb,benl1235,,,0,,,,0,0,1,0,0,,0,0,0
xpc,xpc,pech1242,,,,,,,,,1,0,0,,0,,0
xpd,xpd,oyst1235,,,0,,,,0,0,1,0,0,,0,0,0
xpe,xpe,libe1247,,,0,,,,5,2,1,0,0,,1,2,0
xpf,xpf,sout1439,,,0,,,,0,0,1,0,0,,0,0,0
xpg,xpg,phry1239,,,,,,,,,1,0,0,,0,,0
xph,xph,neta1235,,,0,,,,0,0,1,0,0,,0,0,0
xpi,xpi,pict1238,,,,,,,,,1,0,0,,0,,0
xpj,xpj,,,,0,,,,0,0,0,0,0,,0,0,0
xpk,xpk,kuli1255,,,0,,,,0,0,1,0,0,,0,1,0
xpl,xpl,port1278,,,0,,,,0,0,1,0,0,,0,0,0
xpm,xpm,pump1237,,,0,,,,0,0,1,0,0,,0,0,0
xpn,xpn,kapi1248,,,0,,,,0,0,1,0,0,,0,1,0
xpo,xpo,poch1244,,,0,,,,0,0,1,0,0,,1,0,0
xpq,xpq,,,,1,,,,0,1,0,0,0,,1,1,0
xpr,xpr,part1239,,,,,,,,,1,0,0,,0,,0
xps,xps,pisi1234,,,,,,,,,1,0,0,,0,,0
xpt,xpt,,,,0,,,,0,0,0,0,0,,0,0,0
xpu,xpu,puni1241,,,,,,,,,1,0,0,,0,,0
xpv,xpv,,,,0,,,,0,0,0,0,0,,0,0,0
xpw,xpw,nort3415,,,0,,,,0,0,1,0,0,,0,0,0
xpx,xpx,sout3391,,,0,,,,0,0,1,0,0,,0,0,0
xpz,xpz,brun1235,,,0,,,,0,0,1,0,0,,0,0,0
xqt,xqt,qata1238,,,,,,,,,1,0,0,,0,,0
xra,xra,,,,0,,,,3,0,0,0,0,,1,2,0
xrb,xrb,east2398,,,0,,,,5,2,1,0,0,,0,2,0
xrd,xrd,,,,0,,,,0,0,0,0,0,,0,1,0
xre,xre,krey1238,,,0,,,,0,0,1,0,0,,0,1,0
xrg,xrg,,,,0,,,,0,1,0,0,0,,0,0,0
xri,xri,,,,0,,,,3,0,0,0,0,,0,2,0
xrn,xrn,arin1243,,,0,,,,0,0,1,0,0,,0,0,0
xrr,xrr,raet1238,,,,,,,,,1,0,0,,0,,0
xrt,xrt,aran1265,,,0,,,,0,0,1,0,0,,0,0,0
xru,xru,marr1256,,,0,,,,0,0,1,0,0,,0,1,0
xrw,xrw,kara1495,,,0,,,,0,0,1,0,0,,0,1,0
xsa,xsa,saba1279,,,,,,,,,1,0,0,,0,,0
xsb,xsb,tina1248,,,0,,,,5,2,1,0,0,,0,1,0
xsd,xsd,side1240,,,,,,,,,1,0,0,,0,,0
xse,xse,semp1241,,,0,,,,3,0,1,0,0,,0,1,0
xsh,xsh,sham1277,,,0,,,,0,0,1,0,0,,0,2,0
xsi,xsi,sioo1240,,,0,,,,3,1,1,0,0,,1,2,0
xsj,xsj,,,,0,,,,5,0,0,0,0,,0,1,0
xsk,xsk,saka1300,,,,,,,,,1,0,0,,0,,0
xsl,xsl,sout2959,,,0,,,,3,2,1,0,0,,1,1,0
xsm,xsm,kase1253,,,0,,,,5,2,1,0,0,,1,3,0
xsn,xsn,sang1329,,,0,,,,5,1,1,0,0,,0,2,0
xso,xso,sanf1266,,,0,,,,0,0,1,0,0,,0,0,0
xsp,xsp,silo1240,,,0,,,,3,0,1,0,0,,0,1,0
xsq,xsq,makh1266,,,0,,,,5,0,1,0,0,,0,2,0
xsr,xsr,sher1255,,,0,,,,5,2,1,0,0,,1,1,0
xst,xst,silt1241,,,,,,,,,1,0,0,,0,,0
xsu,xsu,sanu1240,,,0,,,,3,1,1,0,0,,1,2,0
xsv,xsv,,,,0,,,,0,0,0,0,0,,0,0,0
xsy,xsy,sais1237,,,1,,,,3,1,1,0,0,,0,1,0
xta,xta,alco1235,,,0,,,,5,1,1,0,0,,0,2,0
xtb,xtb,chaz1235,,,0,,,,3,0,1,0,0,,0,1,0
xtc,xtc,katc1249,,,0,,,,5,1,1,0,0,,1,1,0
xtd,xtd,diux1235,,,0,,,,3,1,1,0,0,,0,1,0
xte,xte,kete1254,,,0,,,,5,1,1,0,0,,1,2,0
xtg,xtg,tran1282,,,,,,,,,1,0,0,,0,,0
xth,xth,,,,0,,,,0,0,0,0,0,,0,1,0
xti,xti,sini1243,,,0,,,,3,0,1,0,0,,0,2,0
xtj,xtj,sanj1282,,,0,,,,3,0,1,0,0,,0,1,0
xtl,xtl,tija1235,,,0,,,,3,0,1,0,0,,0,2,0
xtm,xtm,magd1235,,,0,,,,3,1,1,0,0,,0,1,0
xtn,xtn,nort2985,,,0,,,,5,1,1,0,0,,0,2,0
xto,xto,tokh1242,,,,,,,,,1,0,0,,0,,0
xtp,xtp,sanm1294,,,0,,,,3,0,1,0,0,,0,1,0
xtq,xtq,tums1237,,,,,,,,,1,0,0,,0,,0
xts,xts,sind1277,,,0,,,,0,0,1,0,0,,0,1,0
xtt,xtt,taca1257,,,0,,,,3,0,1,0,0,,0,1,0
xtu,xtu,cuya1240,,,0,,,,3,0,1,0,0,,0,1,0
xtv,xtv,sout2771,,,0,,,,0,0,1,0,0,,0,0,0
xtw,xtw,tawa1278,,,0,,,,0,0,1,0,0,,0,1,0
xty,xty,yolo1241,,,0,,,,5,1,1,0,0,,0,2,0
xtz,xtz,tasm1247,,,,,,,,,1,0,0,,0,,0
xua,xua,aluk1238,,,0,,,,3,0,1,0,0,,0,1,0
xub,xub,bett1235,,,0,,,,5,1,1,0,0,,1,2,0
xud,xud,,,,0,,,,0,0,0,0,0,,0,1,0
xuf,xuf,kunf1238,,,,,,,,,1,0,0,,0,,0
xug,xug,kuni1268,,,0,,,,3,1,1,0,0,,0,1,0
xuj,xuj,jenn1240,,,0,,,,5,1,1,0,0,,0,2,0
xul,xul,,,,0,,,,0,0,0,0,0,,0,0,0
xum,xum,umbr1253,,,,,,,,,1,0,0,,0,,0
xun,xun,,,,0,,,,0,0,0,0,0,,0,0,0
xuo,xuo,kuoo1238,,,0,,,,5,1,1,0,0,,1,2,0
xup,xup,uppe1436,,,0,,,,0,1,1,0,0,,0,0,0
xur,xur,urar1245,,,,,,,,,1,0,0,,0,,0
xut,xut,kuth1240,,,0,,,,0,0,1,0,0,,0,0,0
xuu,xuu,kxoe1243,,,0,,,,3,1,1,0,0,,1,2,0
xve,xve,vene1257,,,,,,,,,1,0,0,,0,,0
xvi,xvi,,,,0,,,,5,0,0,0,0,,0,2,0
xwa,xwa,kwaz1243,,,0,,,,0,0,1,0,0,,1,1,0
xwc,xwc,wocc1242,,,0,,,,0,0,1,0,0,,0,0,0
xwd,xwd,,,,0,,,,0,0,0,0,0,,0,1,0
xwe,xwe,xwel1235,,,0,,,,5,1,1,0,0,,0,2,0
xwg,xwg,kweg1241,,,0,,,,3,0,1,0,0,,1,1,0
xwj,xwj,,,,0,,,,0,0,0,0,0,,0,0,0
xwk,xwk,,,,0,,,,0,0,0,0,0,,1,0,0
xwl,xwl,west2456,,,0,,,,5,0,1,0,0,,0,2,0
xwr,xwr,kwer1263,,,0,,,,3,0,1,0,0,,0,2,0
xwt,xwt,,,,0,,,,0,0,0,0,0,,0,0,0
xww,xww,,,,0,,,,0,1,0,0,0,,1,1,0
xxb,xxb,boro1283,,,0,,,,0,0,1,0,0,,0,0,0
xxk,xxk,keoo1238,,,0,,,,5,0,1,0,0,,1,2,0
xxm,xxm,mink1237,,,0,,,,0,0,1,0,0,,0,0,0
xxr,xxr,coro1248,,,0,,,,0,0,1,0,0,,0,0,0
xxt,xxt,tamb1257,,,0,,,,0,0,1,0,0,,0,0,0
xya,xya,yayg1236,,,0,,,,0,0,1,0,0,,1,0,0
xyb,xyb,yand1261,,,0,,,,0,0,1,0,0,,0,0,0
xyj,xyj,,,,0,,,,0,0,0,0,0,,1,0,0
xyk,xyk,,,,0,,,,0,0,0,0,0,,0,0,0
xyl,xyl,yala1242,,,0,,,,0,0,1,0,0,,0,0,0
xyt,xyt,,,,0,,,,0,0,0,0,0,,0,0,0
xyy,xyy,yort1237,,,0,,,,0,0,1,0,0,,1,0,0
xzh,xzh,zhan1239,,,,,,,,,1,0,0,,0,,0
xzm,xzm,,,,0,,,,0,0,0,0,0,,0,0,0
yaa,yaa,yami1256,,,0,,,,3,2,1,0,0,,1,2,0
yab,yab,yuhu1238,,,0,,,,3,0,1,0,0,,0,2,0
yac,yac,pass1247,,,0,,,,3,1,1,0,0,,0,1,0
yad,yad,yagu1244,,,0,,,,3,2,1,0,0,,1,1,0
yae,yae,pume1238,,,0,,,,3,1,1,0,0,,1,2,0
yaf,yaf,yaka1269,,,0,,,,5,0,1,0,0,,1,2,0
yag,yag,yama1264,,,0,,,,0,1,1,0,0,,1,1,0
yah,yah,yazg1240,,,1,,,,3,1,1,0,0,,1,1,0
yai,yai,yagn1238,,,1,,,,5,1,1,0,0,,1,1,0
yaj,yaj,band1348,,,0,,,,5,1,1,0,0,,0,2,0
yak,yak,yaki1237,,,0,,,,0,1,1,0,0,,1,1,0
yal,yal,yalu1240,,,0,,,,5,1,1,0,0,,0,2,0
yam,yam,yamb1251,,,0,,,,5,2,1,0,0,,1,2,0
yan,yan,maya1285,,,0,,,,3,1,1,0,0,,1,2,0
yao,yao,yaoo1241,,,0,,,,7,2,1,1,0,,1,2,0
yap,yap,yape1248,,,0,,,,3,2,1,1,0,,1,3,0
yaq,yaq,yaqu1251,,,0,,,,5,2,1,0,0,,1,1,0
yar,yar,yaba1248,,,0,,,,3,0,1,0,0,,0,1,0
yas,yas,nugu1242,,,0,,,,5,2,1,0,0,,1,2,0
yat,yat,yamb1252,,,0,,,,3,1,1,0,0,,0,1,0
yau,yau,yuwa1244,,,0,,,,3,0,1,0,0,,0,2,0
yav,yav,yang1293,,,0,,,,3,2,1,0,0,,0,1,0
yaw,yaw,yawa1261,,,0,,,,0,0,1,0,0,,0,1,0
yax,yax,yaum1238,,,0,,,,5,0,1,0,0,,0,2,0
yay,yay,agwa1247,,,0,,,,5,1,1,0,0,,0,2,0
yaz,yaz,loka1252,,,0,,,,5,2,1,0,0,,0,2,0
yba,yba,yala1263,,,0,,,,5,2,1,0,0,,0,2,0
ybb,ybb,yemb1246,,,0,,,,5,2,1,0,0,,1,2,0
ybd,ybd,yang1301,,,,,,,,,1,0,0,,0,,0
ybe,ybe,west2402,,,0,,,,3,1,1,0,0,,1,1,0
ybh,ybh,yakk1236,,,0,,,,5,2,1,0,0,,0,1,0
ybi,ybi,yamp1242,,,0,,,,5,2,1,0,0,,1,1,0
ybj,ybj,hash1238,,,0,,,,3,0,1,0,0,,0,1,0
ybk,ybk,bokh1237,,,0,,,,5,0,1,0,0,,0,1,0
ybl,ybl,yuku1243,,,0,,,,5,1,1,0,0,,0,2,0
ybm,ybm,yabe1255,,,0,,,,3,0,1,0,0,,0,1,0
ybn,ybn,yaba1249,,,0,,,,0,0,1,0,0,,0,1,0
ybo,ybo,yabo1240,,,0,,,,3,0,1,0,0,,0,2,0
ybx,ybx,yawi1238,,,0,,,,3,0,1,0,0,,0,1,0
yby,yby,yawe1241,,,0,,,,3,1,1,0,0,,0,2,0
ych,ych,ches1238,,,0,,,,3,0,1,0,0,,0,1,0
ycl,ycl,lolo1259,,,0,,,,5,1,1,0,0,,0,2,0
ycn,ycn,yucu1253,,,0,,,,3,1,1,0,0,,1,2,0
ycp,ycp,chep1243,,,0,,,,3,0,1,0,0,,0,1,0
ycr,ycr,yila1234,,,0,,,,3,1,1,0,0,,0,1,0
yda,yda,yand1251,,,0,,,,0,0,1,0,0,,0,0,0
ydd,ydd,east2295,,,0,,,,5,3,1,0,0,,1,2,0
yde,yde,yang1297,,,0,,,,3,0,1,0,0,,0,1,0
ydg,ydg,yidg1240,,,0,,,,3,1,1,0,0,,0,1,0
ydk,ydk,yoid1240,,,0,,,,3,0,1,0,0,,0,2,0
yds,yds,yidd1241,,,,,,,,,1,0,0,,0,,0
yea,yea,ravu1237,,,0,,,,5,1,1,0,0,,0,2,0
yec,yec,yeni1236,,,0,,,,5,0,1,0,0,,0,1,0
yee,yee,yima1243,,,0,,,,0,0,1,0,0,,1,1,0
yei,yei,yeni1253,,,0,,,,0,1,1,0,0,,0,0,0
yej,yej,yeva1238,,,0,,,,0,1,1,0,0,,0,1,0
yel,yel,yela1238,,,0,,,,,,1,0,0,,0,,0
yen,yen,yend1240,,,,,,,,,1,0,0,,0,,0
yer,yer,taro1263,,,0,,,,5,2,1,0,0,,1,2,0
yes,yes,yesk1239,,,0,,,,5,1,1,0,0,,0,2,0
yet,yet,yetf1238,,,0,,,,3,1,1,0,0,,0,2,0
yeu,yeu,yeru1240,,,0,,,,5,1,1,0,0,,0,2,0
yev,yev,yapu1240,,,0,,,,3,0,1,0,0,,0,1,0
yey,yey,yeyi1239,,,0,,,,5,0,1,0,0,,1,2,0
yga,yga,,,,0,,,,0,0,0,0,0,,0,0,0
ygi,ygi,,,,0,,,,0,0,0,0,0,,0,0,0
ygl,ygl,yang1295,,,0,,,,0,0,1,0,0,,0,1,0
ygm,ygm,yago1240,,,0,,,,0,0,1,0,0,,0,1,0
ygp,ygp,gepo1234,,,0,,,,5,1,1,0,0,,0,2,0
ygr,ygr,yaga1260,,,0,,,,5,1,1,0,0,,1,2,0
ygs,ygs,yoln1234,,,0,,,,0,1,1,0,0,,0,1,0
ygu,ygu,yugu1250,,,0,,,,0,0,1,0,0,,0,0,0
ygw,ygw,yagw1240,,,0,,,,5,1,1,0,0,,0,2,0
yha,yha,baha1256,,,0,,,,3,0,1,0,0,,0,1,0
yhd,yhd,jude1266,,,0,,,,5,0,1,0,0,,0,1,0
yhl,yhl,hlep1236,,,0,,,,5,0,1,0,0,,0,1,0
yhs,yhs,,,,0,,,,0,0,0,0,0,,0,1,0
yia,yia,ying1247,,,0,,,,0,0,1,0,0,,1,1,0
yib,yib,ying1248,,,,,,,,,1,0,0,,0,,0
yid,yid,,7.459888,4.458003,0,7.459888,0.45459295642177866,3.018527,,,0,0,0,4.4038580235832425,0,,1
yif,yif,ache1244,,,0,,,,5,0,1,0,0,,0,1,0
yig,yig,wusa1235,,,0,,,,5,0,1,0,0,,0,2,0
yih,yih,west2361,,,0,,,,0,1,1,0,0,,0,1,0
yii,yii,yidi1250,,,0,,,,0,0,1,0,0,,1,1,0
yij,yij,yind1247,,,0,,,,3,1,1,0,0,,1,2,0
yik,yik,dong1286,,,0,,,,5,0,1,0,0,,0,1,0
yil,yil,yind1248,,,0,,,,0,0,1,0,0,,0,0,0
yim,yim,yimc1240,,,0,,,,5,1,1,0,0,,0,2,0
yin,yin,yinc1238,,,0,,,,5,1,1,0,0,,0,1,0
yio,yio,daya1245,,,,,,,,,1,0,0,,0,,0
yip,yip,phol1235,,,0,,,,5,0,1,0,0,,0,1,0
yiq,yiq,miqi1235,,,0,,,,5,0,1,0,0,,0,1,0
yir,yir,nort2918,,,0,,,,3,0,1,0,0,,0,1,0
yis,yis,yiss1240,,,0,,,,3,0,1,0,0,,0,1,0
yit,yit,east2696,,,0,,,,5,0,1,0,0,,0,1,0
yiu,yiu,awuu1235,,,0,,,,5,0,1,0,0,,0,1,0
yiv,yiv,nort2718,,,0,,,,5,0,1,0,0,,0,1,0
yix,yix,axiy1235,,,0,,,,5,0,1,0,0,,0,1,0
yiy,yiy,yiry1245,,,,,,,,,1,0,0,,0,,0
yiz,yiz,azhe1235,,,0,,,,5,0,1,0,0,,0,2,0
yka,yka,yaka1277,,,0,,,,5,2,1,0,0,,1,3,0
ykg,ykg,nort2745,,,0,,,,3,1,1,0,0,,1,1,0
ykh,ykh,kham1281,,,0,,,,3,0,1,0,0,,0,2,0
yki,yki,yoke1238,,,0,,,,3,0,1,0,0,,0,1,0
ykk,ykk,yaka1275,,,0,,,,3,0,1,0,0,,0,1,0
ykl,ykl,khlu1236,,,0,,,,5,0,1,0,0,,0,1,0
ykm,ykm,kapp1237,,,0,,,,3,0,1,0,0,,0,1,0
ykn,ykn,kuan1249,,,0,,,,3,0,1,0,0,,0,2,0
yko,yko,yasa1242,,,0,,,,3,2,1,0,0,,0,1,0
ykr,ykr,yeko1240,,,0,,,,3,0,1,0,0,,0,2,0
ykt,ykt,kath1251,,,0,,,,3,0,1,0,0,,0,1,0
yku,yku,kuam1234,,,0,,,,3,0,1,0,0,,0,2,0
yky,yky,yako1252,,,0,,,,5,1,1,0,0,,1,2,0
yla,yla,yaul1241,,,0,,,,3,0,1,0,0,,0,1,0
ylb,ylb,,,,0,,,,3,0,0,0,0,,0,2,0
yle,yle,yele1255,,,0,,,,3,1,1,0,0,,1,2,0
ylg,ylg,yelo1243,,,0,,,,3,1,1,0,0,,0,2,0
yli,yli,angg1239,,,0,,,,5,1,1,0,0,,1,1,0
yll,yll,yill1241,,,0,,,,3,1,1,0,0,,1,1,0
ylm,ylm,limi1243,,,0,,,,5,0,1,0,0,,0,2,0
yln,yln,lang1316,,,0,,,,3,0,1,0,0,,0,1,0
ylo,ylo,nalu1239,,,0,,,,5,0,1,0,0,,0,1,0
ylr,ylr,yala1262,,,0,,,,0,0,1,0,0,,1,0,0
ylu,ylu,arib1240,,,0,,,,3,0,1,0,0,,0,1,0
yly,yly,nyal1254,,,0,,,,3,1,1,0,0,,1,1,0
yma,yma,yamp1243,,,,,,,,,1,0,0,,0,,0
ymb,ymb,yamb1254,,,0,,,,3,0,1,0,0,,0,1,0
ymc,ymc,sout2722,,,0,,,,5,0,1,0,0,,0,2,0
ymd,ymd,muda1235,,,0,,,,3,0,1,0,0,,0,1,0
yme,yme,yame1242,,,0,,,,0,0,1,0,0,,0,0,0
ymg,ymg,yamo1246,,,0,,,,5,0,1,0,0,,0,2,0
ymh,ymh,mili1235,,,0,,,,5,0,1,0,0,,0,1,0
ymi,ymi,moji1238,,,0,,,,3,0,1,0,0,,0,1,0
ymj,ymj,muji1236,,,,,,,,,1,0,0,,0,,0
ymk,ymk,makw1236,,,0,,,,5,0,1,0,0,,0,1,0
yml,yml,iama1237,,,0,,,,3,1,1,0,0,,0,2,0
ymm,ymm,maay1238,,,0,,,,7,2,1,0,0,,0,2,0
ymn,ymn,yamn1237,,,0,,,,3,0,1,0,0,,0,1,0
ymo,ymo,yang1296,,,0,,,,3,0,1,0,0,,0,1,0
ymp,ymp,yama1260,,,0,,,,3,1,1,0,0,,0,2,0
ymq,ymq,qila1235,,,0,,,,3,0,1,0,0,,0,1,0
ymr,ymr,mala1458,,,0,,,,3,0,1,0,0,,0,2,0
ymx,ymx,nort2716,,,0,,,,3,0,1,0,0,,0,1,0
ymz,ymz,muzi1235,,,0,,,,5,0,1,0,0,,0,1,0
yna,yna,aluo1235,,,0,,,,5,1,1,0,0,,0,1,0
ynb,ynb,yamb1257,,,0,,,,,,1,0,0,,0,2,0
ynd,ynd,yand1253,,,0,,,,0,0,1,0,0,,1,0,0
yne,yne,lang1333,,,0,,,,3,0,1,0,0,,0,2,0
yng,yng,yang1289,,,0,,,,3,0,1,0,0,,0,2,0
ynh,ynh,yang1292,,,,,,,,,1,0,0,,0,,0
ynk,ynk,nauk1242,,,0,,,,0,1,1,0,0,,1,1,0
ynl,ynl,yang1298,,,0,,,,3,0,1,0,0,,0,2,0
ynn,ynn,yana1271,,,0,,,,0,0,1,0,0,,1,0,0
yno,yno,yong1277,,,0,,,,5,1,1,0,0,,0,1,0
ynq,ynq,yend1241,,,0,,,,5,0,1,0,0,,0,2,0
yns,yns,yans1239,,,0,,,,5,1,1,0,0,,1,2,0
ynu,ynu,yahu1241,,,0,,,,0,0,1,0,0,,0,1,0
yob,yob,yoba1237,,,0,,,,0,0,1,0,0,,0,0,0
yog,yog,yoga1237,,,0,,,,5,1,1,0,0,,0,1,0
yoi,yoi,yona1241,,,1,,,,3,1,1,0,0,,0,1,0
yok,yok,yoku1256,,,0,,,,0,1,1,0,0,,1,1,0
yol,yol,east2834,,,0,,,,3,1,1,0,0,,0,1,0
yom,yom,yomb1244,,,0,,,,5,1,1,0,0,,1,2,0
yon,yon,yong1280,,,0,,,,3,1,1,0,0,,0,2,0
yor,yor,yoru1245,7.662136,4.665928,0,7.662136,0.28237223756906077,3.041821,7,3,1,1,0,2.0644579892269186,1,3,1
yos,yos,yosa1234,,,,,,,,,1,0,0,,0,,0
yot,yot,yott1234,,,0,,,,3,0,1,0,0,,0,2,0
yox,yox,yoro1243,,,0,,,,3,1,1,0,0,,0,1,0
yoy,yoy,yoyy1238,,,0,,,,3,1,1,0,0,,0,1,0
ypa,ypa,phal1256,,,0,,,,5,0,1,0,0,,0,1,0
ypb,ypb,labo1243,,,0,,,,5,0,1,0,0,,0,1,0
ypg,ypg,phol1237,,,0,,,,5,0,1,0,0,,0,2,0
yph,yph,phup1237,,,0,,,,3,0,1,0,0,,0,1,0
ypl,ypl,pula1268,,,,,,,,,1,0,0,,0,,0
ypm,ypm,phum1235,,,0,,,,3,0,1,0,0,,0,2,0
ypn,ypn,anip1235,,,0,,,,5,0,1,0,0,,0,2,0
ypo,ypo,alop1235,,,0,,,,3,0,1,0,0,,0,2,0
ypp,ypp,phup1239,,,0,,,,3,0,1,0,0,,0,1,0
ypw,ypw,puwa1234,,,,,,,,,1,0,0,,0,,0
ypz,ypz,phuz1235,,,0,,,,3,0,1,0,0,,0,1,0
yra,yra,yera1243,,,0,,,,3,0,1,0,0,,0,1,0
yrb,yrb,yare1248,,,0,,,,3,1,1,0,0,,1,2,0
yre,yre,yaou1238,,,0,,,,5,2,1,0,0,,0,2,0
yri,yri,yari1235,,,,,,,,,1,0,0,,0,,0
yrk,yrk,nene1249,,,1,,,,5,2,1,0,0,,1,1,0
yrl,yrl,nhen1239,,,1,,,,5,2,1,0,0,,0,1,0
yrm,yrm,,,,0,,,,0,0,0,0,0,,0,1,0
yrn,yrn,yero1238,,,0,,,,3,0,1,0,0,,0,1,0
yro,yro,yaro1235,,,0,,,,3,0,1,0,0,,0,2,0
yrs,yrs,yars1234,,,0,,,,3,0,1,0,0,,0,1,0
yrw,yrw,yara1250,,,0,,,,3,0,1,0,0,,0,1,0
yry,yry,,,,0,,,,0,0,0,0,0,,0,1,0
ysc,ysc,,,,0,,,,0,0,0,0,0,,0,0,0
ysd,ysd,sama1295,,,0,,,,3,0,1,0,0,,0,1,0
ysg,ysg,sona1244,,,0,,,,3,0,1,0,0,,0,2,0
ysl,ysl,yugo1238,,,0,,,,5,1,1,0,0,,0,2,0
ysm,ysm,yang1309,,,0,,,,5,1,1,0,0,,0,2,0
ysn,ysn,sani1269,,,0,,,,5,1,1,0,0,,0,2,0
yso,yso,nisi1238,,,0,,,,5,0,1,0,0,,0,2,0
ysp,ysp,sout3129,,,0,,,,5,0,1,0,0,,0,1,0
ysr,ysr,sire1246,,,0,,,,0,1,1,0,0,,1,0,0
yss,yss,yess1239,,,0,,,,3,1,1,0,0,,1,2,0
ysy,ysy,sani1265,,,0,,,,3,0,1,0,0,,0,1,0
yta,yta,talu1238,,,0,,,,5,0,1,0,0,,0,1,0
ytl,ytl,tang1372,,,0,,,,3,0,1,0,0,,0,1,0
ytp,ytp,thop1236,,,0,,,,3,0,1,0,0,,0,1,0
ytw,ytw,yout1234,,,0,,,,3,0,1,0,0,,0,2,0
yty,yty,,,,0,,,,0,0,0,0,0,,0,0,0
yua,yua,yuca1254,,,1,,,,5,2,1,0,0,1.5185139398778875,1,2,0
yub,yub,yuga1244,,,0,,,,0,1,1,0,0,,0,0,0
yuc,yuc,yuch1247,,,0,,,,0,1,1,0,0,,1,1,0
yud,yud,jude1264,,,0,,,,5,0,1,0,0,,0,1,0
yue,yue,yuec1235,,,0,,,,7,3,1,0,0,4.303455260341883,1,3,0
yuf,yuf,hava1248,,,0,,,,3,1,1,0,0,,1,1,0
yug,yug,yugh1239,,,0,,,,0,0,1,0,0,,1,0,0
yui,yui,yuru1263,,,0,,,,3,1,1,0,0,,1,2,0
yuj,yuj,kark1258,,,0,,,,3,1,1,0,0,,1,2,0
yuk,yuk,yuki1243,,,0,,,,0,0,1,0,0,,1,1,0
yul,yul,yulu1243,,,0,,,,5,0,1,0,0,,1,1,0
yum,yum,quec1382,,,0,,,,3,1,1,0,0,,1,1,0
yun,yun,bena1260,,,0,,,,5,0,1,0,0,,0,2,0
yup,yup,yukp1241,,,0,,,,3,2,1,0,0,,1,1,0
yuq,yuq,yuqu1240,,,0,,,,3,0,1,0,0,,0,1,0
yur,yur,yuro1248,,,0,,,,0,1,1,0,0,,1,1,0
yus,yus,maya1286,,,,,,,,,1,0,0,,0,,0
yut,yut,yopn1238,,,0,,,,3,1,1,0,0,,0,2,0
yuu,yuu,yugh1240,,,,,,,,,1,0,0,,0,,0
yuw,yuw,yaum1237,,,0,,,,3,1,1,0,0,,0,2,0
yux,yux,sout2750,,,0,,,,3,1,1,0,0,,1,1,0
yuy,yuy,east2337,,,0,,,,3,1,1,0,0,,1,1,0
yuz,yuz,yura1255,,,0,,,,3,1,1,0,0,,1,1,0
yva,yva,nucl1454,,,0,,,,5,1,1,0,0,,1,2,0
yvt,yvt,yavi1244,,,0,,,,0,0,1,0,0,,0,0,0
ywa,ywa,kalo1262,,,0,,,,3,0,1,0,0,,0,2,0
ywg,ywg,yinh1234,,,0,,,,0,0,1,0,0,,0,1,0
ywl,ywl,west1506,,,0,,,,5,0,1,0,0,,0,1,0
ywm,ywm,wume1236,,,,,,,,,1,0,0,,0,,0
ywn,ywn,yawa1260,,,0,,,,3,0,1,0,0,,0,2,0
ywq,ywq,wudi1238,,,0,,,,5,1,1,0,0,,1,2,0
ywr,ywr,yawu1244,,,0,,,,0,1,1,0,0,,1,1,0
ywt,ywt,xish1235,,,0,,,,5,0,1,0,0,,1,1,0
ywu,ywu,wume1235,,,0,,,,5,0,1,0,0,,0,1,0
yww,yww,yawa1258,,,0,,,,0,0,1,0,0,,0,0,0
yxa,yxa,,,,0,,,,0,0,0,0,0,,0,0,0
yxg,yxg,,,,0,,,,0,0,0,0,0,,0,0,0
yxl,yxl,,,,0,,,,0,0,0,0,0,,0,0,0
yxm,yxm,yinw1236,,,0,,,,0,0,1,0,0,,0,0,0
yxu,yxu,,,,0,,,,0,0,0,0,0,,0,1,0
yxy,yxy,,,,0,,,,0,0,0,0,0,,0,0,0
yym,yym,yuan1242,,,,,,,,,1,0,0,,0,,0
yyr,yyr,,,,0,,,,0,0,0,0,0,,1,1,0
yyu,yyu,yaus1235,,,0,,,,3,0,1,0,0,,0,1,0
yyz,yyz,ayiz1244,,,0,,,,0,0,1,0,0,,0,1,0
